nombre_paciente,ciudad,nombres,apellidos,edad_paciente,genero,num_documento,telefono,correo_electronico,tipo_seguro,distrito,especialidad,prioridad,motivo,fecha_cita,hora_cita,turno_cita,estado_cita,nivel_riesgo,id_registro,pais,region,provincia,ubigeo,establecimiento_salud,tipo_establecimiento,id_paciente,genero_paciente,fecha_nacimiento,id_medico,nombre_medico,especialidad_medico,correo_medico,id_cita,codigo_cita,tipo_cita,programada_en,estado,sintoma,codigo_cie10,descripcion_cie10,canal,texto_voz,texto,intencion,codigo_ticket,ticket_confirmado,notificacion_email,notificacion_sms,num_inasistencias_previas,distancia_km,dias_para_cita,minutos_espera_estimados,puntaje_riesgo,objetivo_no_show,creado_en
Zulema Cárdenas Silva,Perené,Zulema,Cárdenas Silva,40,F,69113220,965926055,zulema.cardenas977@gmail.com,SIS,Perené,Psicología,media,Cuadro respiratorio con tos y congestión,2026-06-06,07:30,manana,pending,bajo,2091,Peru,Junín,Chanchamayo,120303,Centro de Salud Perené,Centro de Salud,1462,F,1985-10-28,33,Dra. Dora Paucar Sinche,Psicología,dora.paucarsinche@hospitalpichanaki.gob.pe,2091,PICHANAKI-CIT-002091,control,2026-06-06 07:30:00,pending,tos seca,F41,Trastorno de ansiedad,telefono,Quisiera saber qué doctores atienden hoy,Quisiera saber qué doctores atienden hoy,consultar_doctor,PICHANAKI-TCK-477004,0,1,1,0,29.9,4,60,27.5,0,2026-05-02 00:50:46
Felicita Torres Quispe,La Merced,Felicita,Torres Quispe,44,F,30432271,961005452,felicita.torres348@gmail.com,EsSalud,San Luis de Shuaro,Medicina General,media,Dolor de oído intenso desde hace 2 días,2026-05-12,08:30,manana,no_show,alto,2092,Peru,Junín,Chanchamayo,120305,Centro de Salud Mazamari,Centro de Salud,1035,F,1981-08-07,49,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,2092,PICHANAKI-CIT-002092,primera_vez,2026-05-12 08:30:00,no_show,dolor de oído,D50,Anemia ferropénica,telefono,"Buen día, puedo cambiar mi cita para un horario más temprano","Buen día, puedo cambiar mi cita para un horario más temprano",reprogramar_cita,PICHANAKI-TCK-744640,0,1,0,0,36.8,0,38,22.3,1,2026-05-28 00:50:46
Elías Vilchez Paucar,Shori,Elías,Vilchez Paucar,49,M,36508283,979396928,elias.vilchez52@gmail.com,SIS,Satipo,Medicina General,media,Herida cortante en mano,2026-07-26,07:15,manana,pending,alto,2093,Peru,Junín,Chanchamayo,120701,Hospital de Pichanaki,Hospital II-1,1463,M,1977-02-10,49,Dr. Pedro Sánchez Quispe,Medicina General,pedro.sanchezquispe@hospitalpichanaki.gob.pe,2093,PICHANAKI-CIT-002093,control,2026-07-26 07:15:00,pending,herida,D50,Anemia ferropénica,presencial,"Hola, necesito dar de baja mi cita programada para mañana","Hola, necesito dar de baja mi cita programada para mañana",cancelar_cita,PICHANAKI-TCK-225283,0,1,0,2,95.6,54,27,90.7,1,2026-05-15 00:50:46
Milagros Campos Cruz,La Merced,Milagros,Campos Cruz,55,F,93544049,999668195,milagros.campos556@gmail.com,SIS,Satipo,Traumatología,media,Infección urinaria recurrente,2026-07-04,13:15,tarde,confirmed,alto,2094,Peru,Junín,Chanchamayo,120701,Centro de Salud Mazamari,Centro de Salud,1464,F,1971-05-02,35,Dr. Víctor López Sánchez,Traumatología,victor.lopezsanchez@hospitalpichanaki.gob.pe,2094,PICHANAKI-CIT-002094,primera_vez,2026-07-04 13:15:00,confirmed,problemas urinarios,M54,Lumbago,telefono,Por favor agéndeme una cita con el traumatólogo me duele la rodilla,Por favor agéndeme una cita con el traumatólogo me duele la rodilla,agendar_cita,PICHANAKI-TCK-398524,1,1,0,0,99.0,32,33,70.3,1,2026-05-20 00:50:46
Carlos Tapia Cárdenas,San Fernando,Carlos,Tapia Cárdenas,11,M,63654894,915707620,carlos.tapia915@gmail.com,SIS,Mazamari,Pediatría,media,Control por migraña recurrente,2026-06-20,11:00,manana,pending,alto,2095,Peru,Junín,Chanchamayo,120702,Centro de Salud San Ramón,Centro de Salud,1465,M,2015-05-20,32,Dra. Martha López Huamán,Pediatría,martha.lopezhuaman@hospitalpichanaki.gob.pe,2095,PICHANAKI-CIT-002095,primera_vez,2026-06-20 11:00:00,pending,dolor de cabeza intenso,K02,Caries dental,telefono,"Buenas tardes, necesito adelantar mi cita si es posible","Buenas tardes, necesito adelantar mi cita si es posible",reprogramar_cita,PICHANAKI-TCK-510192,0,1,0,2,71.6,18,38,73.4,1,2026-05-24 00:50:46
Gloria Tapia Sánchez,Shori,Gloria,Tapia Sánchez,38,F,61699517,907157211,gloria.tapia237@gmail.com,EsSalud,Perené,Ginecología,media,Vacunación del menor,2026-05-31,09:00,manana,no_show,bajo,2096,Peru,Junín,Chanchamayo,120303,Microred Pichanaki,Microred,1412,F,1987-10-04,39,Dra. Ana Rivera Paredes,Ginecología,ana.riveraparedes@hospitalpichanaki.gob.pe,2096,PICHANAKI-CIT-002096,control,2026-05-31 09:00:00,no_show,control niño sano,N76,Enfermedad inflamatoria pélvica,telefono,Cuáles son los especialistas que atienden en la tarde,Cuáles son los especialistas que atienden en la tarde,consultar_doctor,PICHANAKI-TCK-290656,0,1,0,0,28.2,0,24,0.0,0,2026-04-27 00:50:46
Fredy Flores Romero,Bajo Yurinaki,Fredy,Flores Romero,64,M,37800824,931884488,fredy.flores497@gmail.com,EsSalud,Perené,Urología,baja,Trastorno de sueño y alimentación,2026-07-23,15:30,tarde,pending,bajo,2097,Peru,Junín,Chanchamayo,120303,Microred Pichanaki,Microred,1466,M,1961-06-21,21,Dr. Javier López Quispe,Urología,javier.lopezquispe@hospitalpichanaki.gob.pe,2097,PICHANAKI-CIT-002097,primera_vez,2026-07-23 15:30:00,pending,problemas emocionales,N20,Cálculo renal,voz_ia,"Hola, necesito dar de baja mi cita programada para mañana","Hola, necesito dar de baja mi cita programada para mañana",cancelar_cita,PICHANAKI-TCK-717113,0,1,0,0,25.3,51,37,32.3,0,2026-04-29 00:50:46
Zulema Pérez Martínez,San Pedro,Zulema,Pérez Martínez,58,F,90352183,997876391,zulema.perez6@gmail.com,Sin seguro,Satipo,Ginecología,baja,Otitis media con supuración,2026-06-25,13:45,tarde,confirmed,alto,2098,Peru,Junín,Chanchamayo,120701,Puesto de Salud Río Negro,Puesto de Salud,859,F,1967-09-22,40,Dra. Elena Mendoza Tapia,Ginecología,elena.mendozatapia@hospitalpichanaki.gob.pe,2098,PICHANAKI-CIT-002098,resultados,2026-06-25 13:45:00,confirmed,dolor de oído,N97,Infertilidad femenina,whatsapp,Necesito saber qué traumatólogo recomiendan para mi lesión,Necesito saber qué traumatólogo recomiendan para mi lesión,consultar_doctor,PICHANAKI-TCK-637266,1,0,1,0,105.2,23,68,86.5,1,2026-04-05 00:50:46
Margarita Romero Tapia,Marankiari,Margarita,Romero Tapia,45,F,94740703,977721205,margarita.romero783@gmail.com,EsSalud,Mazamari,Psicología,media,Asesoría nutricional por sobrepeso,2026-07-04,07:00,manana,pending,alto,2099,Peru,Junín,Chanchamayo,120702,Puesto de Salud Santo Domingo,Puesto de Salud,1351,F,1980-11-03,49,Dra. Nelly Morales Rojas,Psicología,nelly.moralesrojas@hospitalpichanaki.gob.pe,2099,PICHANAKI-CIT-002099,primera_vez,2026-07-04 07:00:00,pending,control de peso,F32,Depresión mayor,voz_ia,Necesito saber con qué médico tengo mi cita mañana,Necesito saber con qué médico tengo mi cita mañana,consultar_cita,PICHANAKI-TCK-813127,0,0,0,2,72.8,32,9,69.1,0,2026-05-12 00:50:46
Victoria Baldeón Carhuallanqui,La Merced,Victoria,Baldeón Carhuallanqui,51,F,48258184,997377344,victoria.baldeon322@gmail.com,Sin seguro,Río Negro,Medicina General,alta,Quemadura de segundo grado en brazo,2026-07-07,08:15,manana,confirmed,alto,2100,Peru,Junín,Chanchamayo,120701,Puesto de Salud Río Negro,Puesto de Salud,611,F,1974-09-18,46,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,2100,PICHANAKI-CIT-002100,control,2026-07-07 08:15:00,confirmed,herida,J00,Resfriado común,telefono,Podría darme información sobre los doctores de la especialidad de neurología,Podría darme información sobre los doctores de la especialidad de neurología,consultar_doctor,PICHANAKI-TCK-661093,1,0,0,2,70.4,35,53,100.0,0,2026-05-03 00:50:46
Elsa Aguilar Flores,San José de Shori,Elsa,Aguilar Flores,10,F,55560960,980382539,elsa.aguilar526@gmail.com,EsSalud,Pichanaki,Pediatría,media,Control de anemia en gestante,2026-07-02,09:15,manana,confirmed,medio,2101,Peru,Junín,Chanchamayo,120304,Microred Pichanaki,Microred,1467,F,2015-06-08,42,Dra. Martha López Huamán,Pediatría,martha.lopezhuaman@hospitalpichanaki.gob.pe,2101,PICHANAKI-CIT-002101,primera_vez,2026-07-02 09:15:00,confirmed,anemia,H65,Otitis media,web,Quisiera modificar la hora de mi cita de las 8 a las 11,Quisiera modificar la hora de mi cita de las 8 a las 11,reprogramar_cita,PICHANAKI-TCK-206472,1,1,1,0,1.9,30,110,22.2,0,2026-05-20 00:50:46
Raúl Contreras Tueros,La Merced,Raúl,Contreras Tueros,36,M,74253654,959894066,raul.contreras768@gmail.com,EsSalud,Satipo,Traumatología,media,Visión borrosa progresiva,2026-07-16,16:15,tarde,pending,medio,2102,Peru,Junín,Chanchamayo,120701,Puesto de Salud Río Negro,Puesto de Salud,1468,M,1989-09-13,29,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,2102,PICHANAKI-CIT-002102,control,2026-07-16 16:15:00,pending,problemas de visión,M17,Artrosis de rodilla,telefono,"Buenas tardes, vengo por los resultados de mi mamografía","Buenas tardes, vengo por los resultados de mi mamografía",resultados_lab,PICHANAKI-TCK-225738,0,1,1,2,83.3,44,74,100.0,0,2026-05-24 00:50:46
Alberto Campos Sinche,Alto Pichanaqui,Alberto,Campos Sinche,58,M,67128268,922591276,alberto.campos627@gmail.com,Sin seguro,Río Negro,Cardiología,media,Control de crecimiento y desarrollo,2026-05-16,15:00,tarde,completed,alto,2103,Peru,Junín,Chanchamayo,120701,Puesto de Salud Alto Cahuapanas,Puesto de Salud,1469,M,1968-06-12,34,Dr. Fernando García Torres,Cardiología,fernando.garciatorres@hospitalpichanaki.gob.pe,2103,PICHANAKI-CIT-002103,primera_vez,2026-05-16 15:00:00,completed,control niño sano,I50,Insuficiencia cardíaca,presencial,Qué días atiende el ginecólogo en el hospital,Qué días atiende el ginecólogo en el hospital,consultar_doctor,PICHANAKI-TCK-609873,0,1,0,3,52.7,0,33,88.9,1,2026-05-17 00:50:46
Marco García Ramos,Santa Rosa,Marco,García Ramos,28,M,94772593,920952601,marco.garcia342@gmail.com,SIS,Satipo,Medicina General,alta,Fiebre intermitente con escalofríos,2026-06-14,15:45,tarde,confirmed,alto,2104,Peru,Junín,Chanchamayo,120701,Hospital de Satipo,Hospital II-1,1470,M,1997-11-27,27,Dr. Pedro Sánchez Quispe,Medicina General,pedro.sanchezquispe@hospitalpichanaki.gob.pe,2104,PICHANAKI-CIT-002104,control,2026-06-14 15:45:00,confirmed,fiebre,D50,Anemia ferropénica,web,Necesito sacar cita con el odontólogo por un dolor de muela,Necesito sacar cita con el odontólogo por un dolor de muela,agendar_cita,PICHANAKI-TCK-865375,1,0,1,1,103.1,12,94,58.0,0,2026-05-04 00:50:46
Nora Reyes Huertas,Unión Ashaninka,Nora,Reyes Huertas,57,F,40257273,938454170,nora.reyes451@gmail.com,Sin seguro,Satipo,Ginecología,media,Control de diabetes mellitus tipo 2,2026-07-27,07:15,manana,pending,alto,2105,Peru,Junín,Chanchamayo,120701,Puesto de Salud Santo Domingo,Puesto de Salud,1471,F,1968-12-01,21,Dra. Elena Mendoza Tapia,Ginecología,elena.mendozatapia@hospitalpichanaki.gob.pe,2105,PICHANAKI-CIT-002105,primera_vez,2026-07-27 07:15:00,pending,diabetes,N76,Enfermedad inflamatoria pélvica,whatsapp,"Hola, por favor cancele mi cita porque tengo una emergencia familiar","Hola, por favor cancele mi cita porque tengo una emergencia familiar",cancelar_cita,PICHANAKI-TCK-812783,0,1,0,1,106.3,55,53,100.0,0,2026-04-21 00:50:46
Teodora Gómez Silva,Shori,Teodora,Gómez Silva,54,F,95783851,946821330,teodora.gomez846@gmail.com,EsSalud,Río Negro,Psicología,media,Traumatismo por caída en vía pública,2026-05-14,09:45,manana,completed,alto,2106,Peru,Junín,Chanchamayo,120701,Microred Pichanaki,Microred,1472,F,1971-08-31,5,Dra. Nelly Morales Rojas,Psicología,nelly.moralesrojas@hospitalpichanaki.gob.pe,2106,PICHANAKI-CIT-002106,control,2026-05-14 09:45:00,completed,herida,F41,Trastorno de ansiedad,telefono,"Buenos días, quisiera agendar una cita con el médico por favor","Buenos días, quisiera agendar una cita con el médico por favor",agendar_cita,PICHANAKI-TCK-893551,0,1,1,2,52.5,0,53,51.3,1,2026-04-10 00:50:46
Olga Salazar Tueros,La Florida,Olga,Salazar Tueros,36,F,51616562,981592775,olga.salazar123@gmail.com,SIS,Mazamari,Nutrición,alta,Quemadura de segundo grado en brazo,2026-05-03,12:45,manana,completed,bajo,2107,Peru,Junín,Chanchamayo,120702,Centro de Salud Mazamari,Centro de Salud,1473,F,1989-06-13,1,Lic. Juana Quispe Mamani,Nutrición,juana.quispemamani@hospitalpichanaki.gob.pe,2107,PICHANAKI-CIT-002107,control,2026-05-03 12:45:00,completed,herida,E78,Hipercolesterolemia,voz_ia,"Por favor anule mi cita, tuve un imprevisto y no podré asistir","Por favor anule mi cita, tuve un imprevisto y no podré asistir",cancelar_cita,PICHANAKI-TCK-803315,0,1,0,0,91.0,0,30,35.4,0,2026-04-23 00:50:46
Carmen Castro Ramos,Quimiri,Carmen,Castro Ramos,61,F,43806436,951744048,carmen.castro951@gmail.com,EsSalud,Villa Rica,Cardiología,baja,Infección urinaria recurrente,2026-06-23,10:45,manana,pending,alto,2108,Peru,Junín,Chanchamayo,120306,Hospital de Satipo,Hospital II-1,531,F,1964-07-31,8,Dra. Isabel Reyes Contreras,Cardiología,isabel.reyescontreras@hospitalpichanaki.gob.pe,2108,PICHANAKI-CIT-002108,control,2026-06-23 10:45:00,pending,problemas urinarios,I48,Fibrilación auricular,presencial,"Hola, me puede decir a qué hora tengo mi cita mañana","Hola, me puede decir a qué hora tengo mi cita mañana",consultar_cita,PICHANAKI-TCK-703086,0,1,0,2,77.3,21,46,69.9,1,2026-04-20 00:50:46
Teodora Quispe Ramos,Quimiri,Teodora,Quispe Ramos,57,F,70600046,904884490,teodora.quispe822@gmail.com,EsSalud,Perené,Medicina General,alta,Otitis media con supuración,2026-07-06,10:15,manana,cancelled,medio,2109,Peru,Junín,Chanchamayo,120303,Centro de Salud Perené,Centro de Salud,1474,F,1968-12-30,37,Dr. Pedro Sánchez Quispe,Medicina General,pedro.sanchezquispe@hospitalpichanaki.gob.pe,2109,PICHANAKI-CIT-002109,primera_vez,2026-07-06 10:15:00,cancelled,dolor de oído,D50,Anemia ferropénica,whatsapp,"Buenas tardes, deseo programar una cita médica para hoy si es posible","Buenas tardes, deseo programar una cita médica para hoy si es posible",agendar_cita,PICHANAKI-TCK-674395,0,0,0,0,18.8,34,35,11.9,0,2026-04-07 00:50:46
Olga Medina Tueros,Santo Domingo,Olga,Medina Tueros,58,F,23813020,977636255,olga.medina776@gmail.com,Privado,Perené,Oftalmología,baja,Lumbago crónico agudizado,2026-06-04,08:45,manana,pending,bajo,2110,Peru,Junín,Chanchamayo,120303,Centro de Salud Perené,Centro de Salud,1475,F,1968-01-09,23,Dr. Walter Ramos Cárdenas,Oftalmología,walter.ramoscardenas@hospitalpichanaki.gob.pe,2110,PICHANAKI-CIT-002110,resultados,2026-06-04 08:45:00,pending,dolor de espalda,H10,Conjuntivitis,telefono,"Hola, necesito dar de baja mi cita programada para mañana","Hola, necesito dar de baja mi cita programada para mañana",cancelar_cita,PICHANAKI-TCK-348929,0,1,1,0,11.8,2,87,9.5,0,2026-05-29 00:50:46
Miguel Untiveros Carhuallanqui,Quimiri,Miguel,Untiveros Carhuallanqui,70,M,19733113,993449965,miguel.untiveros13@gmail.com,SIS,Pichanaki,Medicina Interna,baja,Control de anemia en gestante,2026-06-03,09:45,manana,confirmed,bajo,2111,Peru,Junín,Chanchamayo,120304,Hospital de Pichanaki,Hospital II-1,1476,M,1956-01-29,12,Dra. Norma Tapia Córdova,Medicina Interna,norma.tapiacordova@hospitalpichanaki.gob.pe,2111,PICHANAKI-CIT-002111,control,2026-06-03 09:45:00,confirmed,anemia,C50,Tumor maligno de mama,web,Necesito saber qué traumatólogo recomiendan para mi lesión,Necesito saber qué traumatólogo recomiendan para mi lesión,consultar_doctor,PICHANAKI-TCK-663383,1,1,0,0,4.8,1,105,32.7,0,2026-04-22 00:50:46
Edith Romero Rodríguez,San Cristóbal,Edith,Romero Rodríguez,36,F,60685873,957821615,edith.romero281@gmail.com,SIS,Villa Rica,Ginecología,media,Inflamación articular en manos y muñecas,2026-07-06,18:15,tarde,confirmed,alto,2112,Peru,Junín,Chanchamayo,120306,Hospital de Pichanaki,Hospital II-1,1477,F,1989-08-04,20,Dra. Ana Rivera Paredes,Ginecología,ana.riveraparedes@hospitalpichanaki.gob.pe,2112,PICHANAKI-CIT-002112,primera_vez,2026-07-06 18:15:00,confirmed,dolor en articulaciones,N97,Infertilidad femenina,whatsapp,Quisiera saber el estado de mi cita por favor,Quisiera saber el estado de mi cita por favor,consultar_cita,PICHANAKI-TCK-401602,1,0,0,2,77.5,34,72,69.4,1,2026-05-06 00:50:46
Carlos Morales Paredes,Alto Yurinaki,Carlos,Morales Paredes,29,M,96076051,956449990,carlos.morales857@gmail.com,Sin seguro,Perené,Dermatología,media,Plan nutricional para perder peso,2026-07-12,08:00,manana,confirmed,alto,2113,Peru,Junín,Chanchamayo,120303,Puesto de Salud Alto Cahuapanas,Puesto de Salud,1344,M,1996-11-05,12,Dra. Patricia Montesinos Páucar,Dermatología,patricia.montesinospaucar@hospitalpichanaki.gob.pe,2113,PICHANAKI-CIT-002113,control,2026-07-12 08:00:00,confirmed,control de peso,L30,Dermatitis no especificada,voz_ia,Quisiera agendar una consulta por teléfono con el médico general,Quisiera agendar una consulta por teléfono con el médico general,agendar_cita,PICHANAKI-TCK-826936,1,1,1,1,13.1,40,21,36.1,1,2026-05-30 00:50:46
Elsa Aguilar Llanos,San José de Shori,Elsa,Aguilar Llanos,44,F,56696900,902844114,elsa.aguilar972@gmail.com,Sin seguro,Perené,Psicología,alta,Ardor al orinar con fiebre,2026-05-16,10:15,manana,no_show,medio,2114,Peru,Junín,Chanchamayo,120303,Hospital de Pichanaki,Hospital II-1,1478,F,1981-12-06,40,Dra. Dora Paucar Sinche,Psicología,dora.paucarsinche@hospitalpichanaki.gob.pe,2114,PICHANAKI-CIT-002114,control,2026-05-16 10:15:00,no_show,problemas urinarios,F32,Depresión mayor,telefono,"Por favor, necesito separar una cita para mi mamá que tiene dolor de cabeza","Por favor, necesito separar una cita para mi mamá que tiene dolor de cabeza",agendar_cita,PICHANAKI-TCK-121311,0,1,0,1,12.4,0,40,33.6,1,2026-05-16 00:50:46
Ricardo Rivera Castro,Marankiari,Ricardo,Rivera Castro,17,M,69691681,949305348,ricardo.rivera283@gmail.com,Sin seguro,Río Negro,Traumatología,alta,Rinitis alérgica estacional,2026-07-14,10:30,manana,rescheduled,medio,2115,Peru,Junín,Chanchamayo,120701,Centro de Salud Mazamari,Centro de Salud,1479,M,2008-09-27,24,Dr. Miguel Ríos Pineda,Traumatología,miguel.riospineda@hospitalpichanaki.gob.pe,2115,PICHANAKI-CIT-002115,primera_vez,2026-07-14 10:30:00,rescheduled,alergias,M54,Lumbago,telefono,Lamento informar que no podré asistir a mi consulta programada,Lamento informar que no podré asistir a mi consulta programada,cancelar_cita,PICHANAKI-TCK-476793,0,1,0,1,61.5,42,39,62.9,0,2026-04-10 00:50:46
Clotilde Contreras Rodríguez,San José,Clotilde,Contreras Rodríguez,24,F,70462546,947273334,clotilde.contreras220@gmail.com,Sin seguro,Mazamari,Psicología,baja,Ojo rojo con secreción y ardor,2026-05-12,18:00,tarde,completed,medio,2116,Peru,Junín,Chanchamayo,120702,Hospital de Satipo,Hospital II-1,1244,F,2001-06-09,5,Dra. Dora Paucar Sinche,Psicología,dora.paucarsinche@hospitalpichanaki.gob.pe,2116,PICHANAKI-CIT-002116,resultados,2026-05-12 18:00:00,completed,problemas de visión,F41,Trastorno de ansiedad,voz_ia,"Quisiera cambiar el horario de mi cita, ya no me queda bien","Quisiera cambiar el horario de mi cita, ya no me queda bien",reprogramar_cita,PICHANAKI-TCK-757423,0,1,0,0,96.4,0,55,80.1,0,2026-05-23 00:50:46
Fredy Vega Tueros,Alto Yurinaki,Fredy,Vega Tueros,22,M,32381194,913103123,fredy.vega721@gmail.com,EsSalud,San Luis de Shuaro,Oftalmología,alta,Control cardiológico mensual,2026-06-18,14:00,tarde,confirmed,bajo,2117,Peru,Junín,Chanchamayo,120305,Centro de Salud Mazamari,Centro de Salud,1011,M,2003-09-20,22,Dr. Raúl Flores Medina,Oftalmología,raul.floresmedina@hospitalpichanaki.gob.pe,2117,PICHANAKI-CIT-002117,primera_vez,2026-06-18 14:00:00,confirmed,dolor en el pecho,H52,Miopía,presencial,Quisiera saber el estado de mi cita por favor,Quisiera saber el estado de mi cita por favor,consultar_cita,PICHANAKI-TCK-211547,1,1,0,0,26.6,16,41,11.2,0,2026-04-04 00:50:46
Sabina Flores Aguilar,La Merced,Sabina,Flores Aguilar,51,F,41915266,985930777,sabina.flores857@gmail.com,SIS,Río Negro,Ginecología,alta,Cuadro febril sin foco aparente,2026-06-14,11:00,manana,confirmed,alto,2118,Peru,Junín,Chanchamayo,120701,Puesto de Salud Alto Cahuapanas,Puesto de Salud,473,F,1975-03-30,45,Dra. Silvia Campos Vilchez,Ginecología,silvia.camposvilchez@hospitalpichanaki.gob.pe,2118,PICHANAKI-CIT-002118,primera_vez,2026-06-14 11:00:00,confirmed,fiebre,N97,Infertilidad femenina,presencial,Necesito saber con qué médico tengo mi cita mañana,Necesito saber con qué médico tengo mi cita mañana,consultar_cita,PICHANAKI-TCK-663528,1,1,1,2,57.5,12,55,73.0,1,2026-05-25 00:50:46
Oscar Rojas Paucar,Puerto Bermúdez,Oscar,Rojas Paucar,32,M,35944025,981684346,oscar.rojas278@gmail.com,Sin seguro,Chanchamayo,Medicina General,baja,Infección urinaria recurrente,2026-07-13,07:00,manana,confirmed,medio,2119,Peru,Junín,Chanchamayo,120302,Hospital de Pichanaki,Hospital II-1,914,M,1993-08-03,35,Dr. Luis Huamán Torres,Medicina General,luis.huamantorres@hospitalpichanaki.gob.pe,2119,PICHANAKI-CIT-002119,control,2026-07-13 07:00:00,confirmed,problemas urinarios,D50,Anemia ferropénica,telefono,"Buen día, quiero agendar un control para mi diabetes","Buen día, quiero agendar un control para mi diabetes",agendar_cita,PICHANAKI-TCK-543031,1,1,0,1,20.5,41,31,41.3,0,2026-06-02 00:50:46
Olga Rivera Tapia,San Miguel,Olga,Rivera Tapia,7,F,95139758,916085171,olga.rivera868@gmail.com,SIS,San Luis de Shuaro,Medicina General,baja,Malestar estomacal persistente,2026-06-20,12:45,manana,pending,medio,2120,Peru,Junín,Chanchamayo,120305,Hospital de Pichanaki,Hospital II-1,1233,F,2018-11-01,23,Dra. Rosa Salazar Huertas,Medicina General,rosa.salazarhuertas@hospitalpichanaki.gob.pe,2120,PICHANAKI-CIT-002120,control,2026-06-20 12:45:00,pending,dolor abdominal,N39,Infección urinaria,telefono,"Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves","Buenas tardes, deseo eliminar la cita que tenía agendada para el jueves",cancelar_cita,PICHANAKI-TCK-194495,0,1,0,0,27.5,18,35,25.0,0,2026-06-01 00:50:46
Marco Carhuallanqui Morales,Pichanaqui Centro,Marco,Carhuallanqui Morales,23,M,69827121,939405152,marco.carhuallanqui736@gmail.com,Privado,Perené,Medicina General,baja,Control de diabetes mellitus tipo 2,2026-06-30,08:30,manana,confirmed,bajo,2121,Peru,Junín,Chanchamayo,120303,Microred Pichanaki,Microred,1480,M,2002-12-05,1,Dr. Jorge Cárdenas Flores,Medicina General,jorge.cardenasflores@hospitalpichanaki.gob.pe,2121,PICHANAKI-CIT-002121,control,2026-06-30 08:30:00,confirmed,diabetes,N39,Infección urinaria,presencial,Cómo puedo ver mis resultados de laboratorio por internet,Cómo puedo ver mis resultados de laboratorio por internet,resultados_lab,PICHANAKI-TCK-634051,1,1,0,0,10.9,28,34,18.0,0,2026-05-12 00:50:46
Martha Vilchez López,Puerto Bermúdez,Martha,Vilchez López,65,F,97385223,987497728,martha.vilchez856@gmail.com,Sin seguro,Pichanaki,Medicina General,alta,Traumatismo por caída en vía pública,2026-05-30,13:00,tarde,completed,medio,2122,Peru,Junín,Chanchamayo,120304,Puesto de Salud Alto Cahuapanas,Puesto de Salud,1481,F,1960-10-28,4,Dra. Carmen Ramos López,Medicina General,carmen.ramoslopez@hospitalpichanaki.gob.pe,2122,PICHANAKI-CIT-002122,control,2026-05-30 13:00:00,completed,herida,D50,Anemia ferropénica,web,"Buen día, me puede decir si ya tengo hora confirmada para mi control","Buen día, me puede decir si ya tengo hora confirmada para mi control",consultar_cita,PICHANAKI-TCK-168090,0,1,0,0,2.5,0,47,33.8,0,2026-05-12 00:50:46
Marco Ramos Sinche,Unión Ashaninka,Marco,Ramos Sinche,62,M,75580323,984698501,marco.ramos226@gmail.com,Sin seguro,Perené,Emergencia,media,Evaluación de hipertensión arterial,2026-07-17,08:15,manana,rescheduled,medio,2123,Peru,Junín,Chanchamayo,120303,Centro de Salud Perené,Centro de Salud,1482,M,1963-08-09,45,Dra. Isabel Reyes Contreras,Emergencia,isabel.reyescontreras@hospitalpichanaki.gob.pe,2123,PICHANAKI-CIT-002123,emergencia,2026-07-17 08:15:00,rescheduled,dolor en el pecho,K25,Úlcera gástrica,telefono,"Tengo una herida profunda en el brazo, necesito ayuda ya","Tengo una herida profunda en el brazo, necesito ayuda ya",emergencia,PICHANAKI-TCK-847463,0,1,1,0,21.2,45,42,31.3,1,2026-05-29 00:50:46
Moisés Tapia Paucar,Pampa Tigre,Moisés,Tapia Paucar,46,M,90693772,970166327,moises.tapia301@gmail.com,EsSalud,Perené,Odontología,baja,Evaluación de peso y talla - niño de 2 años,2026-05-18,11:15,manana,cancelled,bajo,2124,Peru,Junín,Chanchamayo,120303,Microred Pichanaki,Microred,934,M,1980-05-09,32,Dra. Maribel Cárdenas Rojas,Odontología,maribel.cardenasrojas@hospitalpichanaki.gob.pe,2124,PICHANAKI-CIT-002124,control,2026-05-18 11:15:00,cancelled,control niño sano,K02,Caries dental,web,"Buen día, puedo cambiar mi cita para un horario más temprano","Buen día, puedo cambiar mi cita para un horario más temprano",reprogramar_cita,PICHANAKI-TCK-423546,0,1,0,0,19.8,0,29,8.0,0,2026-05-09 00:50:46
